anio,edad_mujer_grupo,edad_hombre_grupo,valor
2022,40 - 44,20-24,1
2022,40 - 44,25-29,5
2022,40 - 44,30-34,36
2022,40 - 44,35-39,100
2022,40 - 44,40-44,262
2022,40 - 44,45-49,198
2022,40 - 44,50-54,52
2022,40 - 44,55-59,19
2022,40 - 44,60 y más,20
2022,40 - 44,Ignorado,63
2022,40 - 44,Menos de 20,0
2022,45 - 49,20-24,0
2022,45 - 49,25-29,2
2022,45 - 49,30-34,19
2022,45 - 49,35-39,22
2022,45 - 49,40-44,58
2022,45 - 49,45-49,122
2022,45 - 49,50-54,82
2022,45 - 49,55-59,23
2022,45 - 49,60 y más,24
2022,45 - 49,Ignorado,36
2022,45 - 49,Menos de 20,0
2022,50 - 54,20-24,0
2022,50 - 54,25-29,0
2022,50 - 54,30-34,4
2022,50 - 54,35-39,6
2022,50 - 54,40-44,11
2022,50 - 54,45-49,36
2022,50 - 54,50-54,68
2022,50 - 54,55-59,51
2022,50 - 54,60 y más,24
2022,50 - 54,Ignorado,24
2022,50 - 54,Menos de 20,0
2022,55 - 59,20-24,0
2022,55 - 59,25-29,0
2022,55 - 59,30-34,1
2022,55 - 59,35-39,0
2022,55 - 59,40-44,0
2022,55 - 59,45-49,5
2022,55 - 59,50-54,10
2022,55 - 59,55-59,35
2022,55 - 59,60 y más,27
2022,55 - 59,Ignorado,14
2022,55 - 59,Menos de 20,0
2022,60 y más,20-24,0
2022,60 y más,25-29,1
2022,60 y más,30-34,1
2022,60 y más,35-39,2
2022,60 y más,40-44,3
2022,60 y más,45-49,2
2022,60 y más,50-54,6
2022,60 y más,55-59,7
2022,60 y más,60 y más,53
2022,60 y más,Ignorado,17
2022,60 y más,Menos de 20,0
2022,Ignorado,20-24,0
2022,Ignorado,25-29,3
2022,Ignorado,30-34,6
2022,Ignorado,35-39,45
2022,Ignorado,40-44,52
2022,Ignorado,45-49,55
2022,Ignorado,50-54,26
2022,Ignorado,55-59,24
2022,Ignorado,60 y más,26
2022,Ignorado,Ignorado,3236
2022,Ignorado,Menos de 20,0
2022,Menos de 20,20-24,7
2022,Menos de 20,25-29,1
2022,Menos de 20,30-34,0
2022,Menos de 20,35-39,0
2022,Menos de 20,40-44,0
2022,Menos de 20,45-49,0
2022,Menos de 20,50-54,0
2022,Menos de 20,55-59,0
2022,Menos de 20,60 y más,0
2022,Menos de 20,Ignorado,0
2022,Menos de 20,Menos de 20,1
