anio,edad_mujer_grupo,edad_hombre_grupo,valor
2020,35 - 39,40-44,704
2020,35 - 39,45-49,295
2020,35 - 39,50-54,136
2020,35 - 39,55-59,96
2020,35 - 39,60-64,72
2020,35 - 39,65 y más,64
2020,35 - 39,Ignorado,0
2020,35 - 39,Menos de 20,9
2020,40 - 44,20-24,18
2020,40 - 44,25-29,64
2020,40 - 44,30-34,139
2020,40 - 44,35-39,295
2020,40 - 44,40-44,502
2020,40 - 44,45-49,415
2020,40 - 44,50-54,203
2020,40 - 44,55-59,119
2020,40 - 44,60-64,84
2020,40 - 44,65 y más,88
2020,40 - 44,Ignorado,0
2020,40 - 44,Menos de 20,2
2020,45 - 49,20-24,12
2020,45 - 49,25-29,23
2020,45 - 49,30-34,27
2020,45 - 49,35-39,53
2020,45 - 49,40-44,142
2020,45 - 49,45-49,308
2020,45 - 49,50-54,286
2020,45 - 49,55-59,158
2020,45 - 49,60-64,92
2020,45 - 49,65 y más,101
2020,45 - 49,Ignorado,0
2020,45 - 49,Menos de 20,0
2020,50 - 54,20-24,2
2020,50 - 54,25-29,4
2020,50 - 54,30-34,4
2020,50 - 54,35-39,10
2020,50 - 54,40-44,34
2020,50 - 54,45-49,79
2020,50 - 54,50-54,182
2020,50 - 54,55-59,221
2020,50 - 54,60-64,126
2020,50 - 54,65 y más,118
2020,50 - 54,Ignorado,0
2020,50 - 54,Menos de 20,0
2020,55 - 59,20-24,3
2020,55 - 59,25-29,0
2020,55 - 59,30-34,1
2020,55 - 59,35-39,7
2020,55 - 59,40-44,15
2020,55 - 59,45-49,22
2020,55 - 59,50-54,52
2020,55 - 59,55-59,157
2020,55 - 59,60-64,183
2020,55 - 59,65 y más,154
2020,55 - 59,Ignorado,0
2020,55 - 59,Menos de 20,0
2020,60 - 64,20-24,0
2020,60 - 64,25-29,0
2020,60 - 64,30-34,1
2020,60 - 64,35-39,0
2020,60 - 64,40-44,2
2020,60 - 64,45-49,10
2020,60 - 64,50-54,21
2020,60 - 64,55-59,39
2020,60 - 64,60-64,151
2020,60 - 64,65 y más,222
2020,60 - 64,Ignorado,0
2020,60 - 64,Menos de 20,0
2020,65 y más,20-24,0
2020,65 y más,25-29,1
2020,65 y más,30-34,1
2020,65 y más,35-39,1
2020,65 y más,40-44,2
2020,65 y más,45-49,1
2020,65 y más,50-54,7
2020,65 y más,55-59,20
2020,65 y más,60-64,41
2020,65 y más,65 y más,457
2020,65 y más,Ignorado,0
2020,65 y más,Menos de 20,0
2020,Ignorado,20-24,0
2020,Ignorado,25-29,0
2020,Ignorado,30-34,0
2020,Ignorado,35-39,0
2020,Ignorado,40-44,0
2020,Ignorado,45-49,0
2020,Ignorado,50-54,0
2020,Ignorado,55-59,1
2020,Ignorado,60-64,0
2020,Ignorado,65 y más,0
2020,Ignorado,Ignorado,0
2020,Ignorado,Menos de 20,0
2020,Menos de 20,20-24,5261
2020,Menos de 20,25-29,1599
2020,Menos de 20,30-34,356
2020,Menos de 20,35-39,111
2020,Menos de 20,40-44,26
2020,Menos de 20,45-49,8
2020,Menos de 20,50-54,2
2020,Menos de 20,55-59,3
2020,Menos de 20,60-64,3
2020,Menos de 20,65 y más,1
2020,Menos de 20,Ignorado,0
2020,Menos de 20,Menos de 20,1422
2021,20 - 24,20-24,14859
2021,20 - 24,25-29,10380
2021,20 - 24,30-34,2556
2021,20 - 24,35-39,686
2021,20 - 24,40-44,231
2021,20 - 24,45-49,90
2021,20 - 24,50-54,37
2021,20 - 24,55-59,27
2021,20 - 24,60-64,13
2021,20 - 24,65 y más,15
2021,20 - 24,Ignorado,0
2021,20 - 24,Menos de 20,1663
2021,25 - 29,20-24,3251
2021,25 - 29,25-29,8558
2021,25 - 29,30-34,5143
2021,25 - 29,35-39,1514
2021,25 - 29,40-44,506
2021,25 - 29,45-49,204
2021,25 - 29,50-54,98
2021,25 - 29,55-59,54
2021,25 - 29,60-64,30
2021,25 - 29,65 y más,21
2021,25 - 29,Ignorado,0
2021,25 - 29,Menos de 20,200
2021,30 - 34,20-24,556
2021,30 - 34,25-29,2052
2021,30 - 34,30-34,3784
2021,30 - 34,35-39,2256
2021,30 - 34,40-44,854
2021,30 - 34,45-49,335
2021,30 - 34,50-54,163
2021,30 - 34,55-59,89
2021,30 - 34,60-64,53
2021,30 - 34,65 y más,49
2021,30 - 34,Ignorado,0
2021,30 - 34,Menos de 20,39
2021,35 - 39,20-24,152
2021,35 - 39,25-29,442
2021,35 - 39,30-34,909
2021,35 - 39,35-39,1653
2021,35 - 39,40-44,1214
2021,35 - 39,45-49,460
2021,35 - 39,50-54,212
2021,35 - 39,55-59,140
2021,35 - 39,60-64,104
2021,35 - 39,65 y más,79
2021,35 - 39,Ignorado,0
2021,35 - 39,Menos de 20,8
2021,40 - 44,20-24,41
2021,40 - 44,25-29,123
2021,40 - 44,30-34,217
2021,40 - 44,35-39,470
2021,40 - 44,40-44,929
2021,40 - 44,45-49,735
2021,40 - 44,50-54,319
2021,40 - 44,55-59,194
2021,40 - 44,60-64,116
2021,40 - 44,65 y más,130
2021,40 - 44,Ignorado,0
2021,40 - 44,Menos de 20,3
2021,45 - 49,20-24,10
2021,45 - 49,25-29,26
2021,45 - 49,30-34,63
2021,45 - 49,35-39,119
2021,45 - 49,40-44,234
2021,45 - 49,45-49,503
2021,45 - 49,50-54,501
2021,45 - 49,55-59,300
2021,45 - 49,60-64,152
2021,45 - 49,65 y más,176
2021,45 - 49,Ignorado,0
2021,45 - 49,Menos de 20,0
2021,50 - 54,20-24,6
2021,50 - 54,25-29,7
2021,50 - 54,30-34,12
2021,50 - 54,35-39,25
2021,50 - 54,40-44,45
2021,50 - 54,45-49,139
2021,50 - 54,50-54,349
2021,50 - 54,55-59,343
2021,50 - 54,60-64,240
2021,50 - 54,65 y más,182
2021,50 - 54,Ignorado,0
2021,50 - 54,Menos de 20,0
2021,55 - 59,20-24,1
2021,55 - 59,25-29,2
2021,55 - 59,30-34,3
2021,55 - 59,35-39,2
2021,55 - 59,40-44,14
2021,55 - 59,45-49,32
2021,55 - 59,50-54,77
2021,55 - 59,55-59,271
2021,55 - 59,60-64,303
2021,55 - 59,65 y más,239
2021,55 - 59,Ignorado,0
2021,55 - 59,Menos de 20,0
2021,60 - 64,20-24,0
2021,60 - 64,25-29,1
2021,60 - 64,30-34,5
2021,60 - 64,35-39,6
2021,60 - 64,40-44,3
2021,60 - 64,45-49,10
2021,60 - 64,50-54,20
2021,60 - 64,55-59,55
2021,60 - 64,60-64,213
2021,60 - 64,65 y más,332
2021,60 - 64,Ignorado,0
2021,60 - 64,Menos de 20,0
2021,65 y más,20-24,0
2021,65 y más,25-29,1
2021,65 y más,30-34,1
2021,65 y más,35-39,2
2021,65 y más,40-44,7
2021,65 y más,45-49,3
2021,65 y más,50-54,9
2021,65 y más,55-59,22
2021,65 y más,60-64,66
2021,65 y más,65 y más,780
2021,65 y más,Ignorado,0
2021,65 y más,Menos de 20,0
2021,Ignorado,20-24,0
2021,Ignorado,25-29,0
2021,Ignorado,30-34,0
2021,Ignorado,35-39,0
2021,Ignorado,40-44,0
2021,Ignorado,45-49,0
2021,Ignorado,50-54,0
2021,Ignorado,55-59,0
2021,Ignorado,60-64,0
2021,Ignorado,65 y más,0
2021,Ignorado,Ignorado,0
2021,Ignorado,Menos de 20,0
2021,Menos de 20,20-24,7283
2021,Menos de 20,25-29,2470
2021,Menos de 20,30-34,554
2021,Menos de 20,35-39,133
2021,Menos de 20,40-44,42
2021,Menos de 20,45-49,18
2021,Menos de 20,50-54,6
2021,Menos de 20,55-59,4
2021,Menos de 20,60-64,7
2021,Menos de 20,65 y más,2
2021,Menos de 20,Ignorado,0
2021,Menos de 20,Menos de 20,2033
2022,20 - 24,20-24,12856
2022,20 - 24,25-29,9096
2022,20 - 24,30-34,2367
2022,20 - 24,35-39,608
2022,20 - 24,40-44,204
2022,20 - 24,45-49,89
2022,20 - 24,50-54,47
2022,20 - 24,55-59,23
2022,20 - 24,60-64,9
2022,20 - 24,65 y más,12
2022,20 - 24,Ignorado,0
2022,20 - 24,Menos de 20,1494
2022,25 - 29,20-24,2874
2022,25 - 29,25-29,8249
2022,25 - 29,30-34,4787
2022,25 - 29,35-39,1436
2022,25 - 29,40-44,481
2022,25 - 29,45-49,183
2022,25 - 29,50-54,90
2022,25 - 29,55-59,52
2022,25 - 29,60-64,39
2022,25 - 29,65 y más,37
2022,25 - 29,Ignorado,1
2022,25 - 29,Menos de 20,168
2022,30 - 34,20-24,485
2022,30 - 34,25-29,1878
2022,30 - 34,30-34,3564
2022,30 - 34,35-39,2366
2022,30 - 34,40-44,930
2022,30 - 34,45-49,346
2022,30 - 34,50-54,191
2022,30 - 34,55-59,78
2022,30 - 34,60-64,63
2022,30 - 34,65 y más,57
2022,30 - 34,Ignorado,1
2022,30 - 34,Menos de 20,34
2022,35 - 39,20-24,148
2022,35 - 39,25-29,446
2022,35 - 39,30-34,943
2022,35 - 39,35-39,1623
2022,35 - 39,40-44,1218
2022,35 - 39,45-49,476
2022,35 - 39,50-54,228
2022,35 - 39,55-59,120
2022,35 - 39,60-64,79
2022,35 - 39,65 y más,89
2022,35 - 39,Ignorado,1
2022,35 - 39,Menos de 20,10
2022,40 - 44,20-24,34
2022,40 - 44,25-29,113
2022,40 - 44,30-34,253
2022,40 - 44,35-39,474
2022,40 - 44,40-44,937
2022,40 - 44,45-49,739
2022,40 - 44,50-54,330
2022,40 - 44,55-59,186
2022,40 - 44,60-64,143
2022,40 - 44,65 y más,146
2022,40 - 44,Ignorado,0
2022,40 - 44,Menos de 20,3
2022,45 - 49,20-24,16
2022,45 - 49,25-29,28
2022,45 - 49,30-34,80
2022,45 - 49,35-39,129
2022,45 - 49,40-44,299
2022,45 - 49,45-49,566
2022,45 - 49,50-54,509
2022,45 - 49,55-59,249
2022,45 - 49,60-64,175
2022,45 - 49,65 y más,162
2022,45 - 49,Ignorado,1
2022,45 - 49,Menos de 20,0
2022,50 - 54,20-24,4
2022,50 - 54,25-29,10
2022,50 - 54,30-34,17
2022,50 - 54,35-39,33
2022,50 - 54,40-44,69
2022,50 - 54,45-49,164
2022,50 - 54,50-54,334
2022,50 - 54,55-59,352
2022,50 - 54,60-64,229
2022,50 - 54,65 y más,196
2022,50 - 54,Ignorado,1
2022,50 - 54,Menos de 20,0
2022,55 - 59,20-24,0
2022,55 - 59,25-29,0
2022,55 - 59,30-34,1
2022,55 - 59,35-39,8
2022,55 - 59,40-44,17
2022,55 - 59,45-49,35
2022,55 - 59,50-54,83
2022,55 - 59,55-59,271
2022,55 - 59,60-64,291
2022,55 - 59,65 y más,234
2022,55 - 59,Ignorado,0
2022,55 - 59,Menos de 20,0
2022,60 - 64,20-24,0
2022,60 - 64,25-29,1
2022,60 - 64,30-34,4
2022,60 - 64,35-39,3
2022,60 - 64,40-44,4
2022,60 - 64,45-49,10
2022,60 - 64,50-54,26
2022,60 - 64,55-59,84
2022,60 - 64,60-64,179
2022,60 - 64,65 y más,375
2022,60 - 64,Ignorado,0
2022,60 - 64,Menos de 20,0
2022,65 y más,20-24,0
2022,65 y más,25-29,1
2022,65 y más,30-34,2
2022,65 y más,35-39,0
2022,65 y más,40-44,4
2022,65 y más,45-49,1
2022,65 y más,50-54,24
2022,65 y más,55-59,17
2022,65 y más,60-64,71
2022,65 y más,65 y más,703
2022,65 y más,Ignorado,0
2022,65 y más,Menos de 20,0
2022,Ignorado,20-24,2
2022,Ignorado,25-29,1
2022,Ignorado,30-34,2
2022,Ignorado,35-39,1
2022,Ignorado,40-44,1
2022,Ignorado,45-49,0
2022,Ignorado,50-54,0
2022,Ignorado,55-59,0
2022,Ignorado,60-64,0
2022,Ignorado,65 y más,0
2022,Ignorado,Ignorado,0
2022,Ignorado,Menos de 20,0
2022,Menos de 20,20-24,6343
2022,Menos de 20,25-29,2103
2022,Menos de 20,30-34,460
2022,Menos de 20,35-39,117
2022,Menos de 20,40-44,41
2022,Menos de 20,45-49,19
2022,Menos de 20,50-54,5
2022,Menos de 20,55-59,5
2022,Menos de 20,60-64,3
2022,Menos de 20,65 y más,1
2022,Menos de 20,Ignorado,0
2022,Menos de 20,Menos de 20,1765
